"Season","Adjusted.Temo","Adjusted.Offensive.Efficiency","Adjusted.Defensive.Efficiency","Avg.Possession.Length..Offense.","Avg.Possession.Length..Defense.","eFGPct","TOPct","ORPct","FTRate","OffFT","Off2PtFG","Off3PtFG","DefFT","Def2PtFG","Def3PtFG","Tempo","AdjTempo","OE","AdjOE","DE","AdjDE","AdjEM","Pre.Tournament.Tempo","Pre.Tournament.AdjTempo","Pre.Tournament.OE","Pre.Tournament.AdjOE","Pre.Tournament.DE","Pre.Tournament.AdjDE","Pre.Tournament.AdjEM","FG2Pct","FG3Pct","FTPct","BlockPct","OppFG2Pct","OppFG3Pct","OppFTPct","OppBlockPct","FG3Rate","OppFG3Rate","ARate","OppARate","StlRate","OppStlRate","AvgHeight","CenterHeight","PFHeight","SFHeight","SGHeight","PGHeight","EffectiveHeight","Experience","Bench","CenterPts","PFPts","SFPts","SGPts","PGPts","CenterOR","PFOR","SFOR","SGOR","PGOR","CenterDR","PFDR","SFDR","SGDR","PGDR","Net.Rating","Seed","Post.Season.Tournament.Sorting.Index","Final.Four."
2024,66,106.8,102.2,18,18,51.6301443078568,16.9626651739521,29.1779584462511,32.7097808658471,18.6526315789474,50.2736842105263,31.0736842105263,17.2460496613995,54.176072234763,28.5778781038375,66.7263,66.0453,107.361,106.763,100.275,102.179,4.58416,66.7904,65.9084,107.817,106.985,99.6876,102.05,4.93477,54.5703839122486,31.6602316602317,72.3856209150327,7.95935647756139,50.8044030482642,30.6686046511628,69.5810564663024,7.86106032906764,41.5285943345804,36.8111289459604,48.2799525504152,45.8692971639951,0.0805161173590261,0.087301183428607,76.79,-0.75,0.3,-0.37,-0.36,-0.51,-0.23,2.85732,31.2,20.73,30.14,17.08,18.5,13.5,20.48,38.06,23.97,9.76,7.7,13.4,37.64,20.14,12.87,15.92,4.59999999999999,"14",1,"No"
2019,66.4,110.5,105.9,18,17.6,55.9159314997405,19.3398339062255,30.1957129543336,28.386092371562,15.8860265417642,47.2287275565964,36.8852459016393,16.5271966527197,49.2050209205021,34.2677824267782,67.4563,66.4375,110.576,110.478,103.251,105.882,4.59535,67.5448,66.3489,110.64,110.038,102.764,105.751,4.2867,53.5398230088496,39.5232120451694,74.4058500914077,9.70790378006873,50.5154639175258,33.9130434782609,71.0431654676259,9.73451327433628,41.3596263622211,40.8836973082783,57.3913043478261,51.8002322880372,0.08979208599319,0.10533302395355,77.69,0.75,1.44,1.65,0.44,0.05,1.09,1.57,26.84,25.5,20.68,16.93,15.59,21.25,27.87,31.65,20.98,11.35,8.11,29.87,23.05,19.87,14.86,12.3,4.59999999999999,"15",1,"No"
2014,59.7,103.4,98.9,20.4,19.2,55.7629,23.0141,26.5143,35.036,18.1643,51.9942,29.8414,22.9626,52.2809,24.7565,60.7217,59.7109,103.568,103.422,97.4327,98.8518,4.57022,60.7947,59.8927,104.931,103.925,96.4633,98.0491,5.87548,55.1478,37.9121,70.6542,9.8566,45.6989,31.8812,67.8788,8.053,35.7564,31.1536,65.7754,50.0745,0.0989,0.1158,76.44,0.68,-0.72,0.27,1.69,-3.17,-0.03,1.72,20.18,23.54,19.36,19.79,18.65,18.66,34.51,18.37,13.56,12.56,20.99,31.25,21.54,17.6,16.88,12.73,4.5,"15",1,"No"
2017,71.1,106.1,101.6,15.7,18,53.4909290819131,17.775714262026,26.3013698630137,38.1528312259483,20.3438395415473,42.8162095783872,36.8399508800655,21.0216998191682,50.0904159132007,28.8878842676311,71.2349,71.1379,108.243,106.117,97.3156,101.591,4.52661,71.226,70.9519,108.867,106.436,97.0163,101.809,4.62694,50.875486381323,37.9266750948167,71.6138328530259,13.2669983416252,45.9369817578773,32.078313253012,72.0930232558139,10.2140077821012,43.4854315557999,35.5080213903743,48.359659781288,41.7209908735332,0.0840145698951476,0.0822458421078813,74.9,-0.96,-0.97,-0.53,-2.09,-4.81,-0.97,2.21,34.69,19.62,17.84,18.29,14.25,30,41.56,29.06,16.35,6.44,6.59,32.44,25.68,15.83,10.85,15.2,4.5,"13",1,"No"
2022,67.2,108.2,103.8,17.7,17.6,55.614837398374,16.9745381927109,26.7431597528685,26.3211382113821,14.1231855629659,46.6849744998038,39.1918399372303,14.2235754675946,54.1974771639843,31.5789473684211,67.4816,67.1582,110.662,108.172,99.619,103.762,4.41051,67.6928,67.2561,111.011,108.276,99.2826,104.059,4.21729,52.1472392638037,40.2660217654172,69.4980694980695,9.09791827293755,48.0339244410177,33.7047353760446,67.2839506172839,8.67659947414549,42.0223577235772,35.6327543424318,62.0689655172414,53.757225433526,0.0898652021967049,0.0955089105472227,77.07,1.27,0.02,-0.02,-0.45,-0.24,0.64,2.45,23.94,21.57,16.59,19.97,19.48,22.39,47.34,23.78,9.92,9.21,9.75,25.35,19.24,23.28,18.91,13.22,4.40000000000001,"15",1,"No"
2017,70.6,110.8,106.6,16.5,16.8,53.3642691415313,16.4627559474639,27.1050521251002,30.9976798143852,18.2367579097049,45.2897262708852,36.4735158194099,18.8545927854221,49.9070286351804,31.2383785793975,72.3638,70.5804,110.087,110.774,104.754,106.577,4.19773,72.4396,70.4839,110.079,110.197,103.915,106.195,4.00176,49.2652745552978,39.6751740139211,76.7964071856287,7.67590618336887,47.6901208244492,36.0824742268041,69.5473251028807,7.81129156999227,40,35.5474118185983,55.2604698672114,52.9968454258675,0.0934584007468851,0.0664766867237258,76.03,-0.5,-0.77,-0.42,-1.01,-1,-0.63,1.93,32.96,26.94,18.06,18.41,19.7,16.89,53.49,13.78,8.37,12.13,12.19,34.75,19.53,16.18,17.56,11.96,4.2,"14",1,"No"
2025,64.3,113.9,109.7,19.4,17.7,53.2368421052632,16.9349195241428,35.4810238305384,30.6315789473684,16.0929075072584,44.7117378681045,39.1953546246371,19.5038494439692,43.5414884516681,36.9546621043627,64.5035,64.2863,112.477,113.931,109.307,109.695,4.23665,64.6329,64.0307,112.782,113.636,108.737,109.479,4.15774,54.2253521126761,34.7682119205298,66.6666666666667,8.69120654396728,52.0449897750511,34.5323741007194,69.3009118541033,9.75855130784708,47.6842105263158,46.0264900662252,55.0351288056206,49.435382685069,0.0844413342663868,0.0970375554000466,76.45,-0.7,-1.25,-2.1,-0.32,0.59,-0.97,2.11673,31.96,21.88,19.95,18.98,24.34,14.79,41.72,17.27,10.71,10.33,19.9,31.08,20.95,16.13,15.83,15.94,4.2,"15",1,"No"
2011,65.9,103.7,99.6,17.2,18.5,49.6512,17.4169,28.3087,31.1908,18.152,47.9671,33.8809,21.6437,53.7005,24.6558,66.6706,65.9057,102.612,103.716,97.838,99.6259,4.08977,66.658,66.2222,103.175,103.29,97.6911,99.533,3.75741,46.9453,36.0419,70.607,8.7823,46.0517,32.1008,66.7109,6.7524,38.0169,30.5128,57.6251,51.411,0.0934,0.0867,76.56,1.37,-0.16,-0.04,-0.81,-2.53,1.2,2.03,31.46,17.87,24.56,23.03,16.04,18.5,38.34,30.56,17.63,3.71,9.77,24.33,27.34,20.22,14.35,13.77,4.10000000000001,"15",1,"No"
2023,68.4,105.9,101.8,17,17.5,52.6893523600439,17.8479798317828,27.3308957952468,35.8946212952799,18.4020399490013,49.468763280918,32.1291967700807,20.0176366843034,48.5008818342152,31.4814814814815,69.2706,68.3884,104.962,105.862,101.284,101.819,4.04337,69.1918,68.5425,105.334,106.304,101.312,102.661,3.64263,51.1873350923483,36.7883211678832,66.2079510703364,7.6427255985267,50.6445672191529,34.4927536231884,69.4189602446483,8.44327176781003,37.596048298573,38.8513513513514,53.8369304556355,47.5888324873096,0.103964482520135,0.0941480936126542,75.89,-1.72,-1.06,-1.06,0.14,-2.27,-1.39,2.38,29.61,22.41,18.14,18.13,18.26,23,41.19,26.71,11.87,12.36,7.8,26.05,26.9,18.58,13.51,14.89,4.10000000000001,"14",1,"No"
2011,66.6,106.3,102.2,17.3,19.2,49.8738,21.6789,34.9614,43.4069,25.0711,40.9479,33.981,23.938,41.8791,34.1829,66.5325,66.56,105.608,106.269,99.8928,102.224,4.04561,66.7474,67.118,106.39,106.011,99.4488,101.426,4.58447,44.9532,38.3013,76.8895,5.8242,46.044,35.0769,71.0682,10.1977,39.3691,41.6667,50.6706,58.2689,0.0843,0.0953,76.56,-0.46,1.2,-0.52,-0.88,0.47,0.74,2.05,26.33,19.49,18.13,17.11,24.24,21.04,35.31,30.53,23.61,4.53,6.03,23.64,23.78,22.03,14.56,16,4.09999999999999,"15",1,"No"
2014,64.2,112.4,108.4,19,17,56.716,15.8414,22.973,43.1953,22.3258,42.5446,35.1297,26.0173,48.658,25.3247,67.0205,64.2386,114.672,112.369,107.417,108.407,3.96138,67.1179,64.6059,114.893,111.315,106.85,108.295,3.01993,55.7325,38.6364,75.4795,5.5499,56.7104,35.8456,71.293,11.6773,44.2604,35.4397,55.1597,57.0674,0.1189,0.0818,75.77,-1.29,-1.67,-0.74,-0.72,-0.16,-2.97,2.51,24.87,15.53,18.4,20.11,20.59,25.37,37.02,27.53,9.88,13.2,12.37,25.96,20.72,16.12,20.61,16.58,4,"15",1,"No"
2012,63.6,103.9,100,19.1,17.5,47.1815,20.6589,37.9032,42.9538,24.6625,53.1953,22.1422,22.3585,53.8679,23.7736,65.9962,63.5518,102.182,103.945,97.1565,100.035,3.90966,65.8117,62.6291,102.811,103.745,96.8025,100.068,3.6774,45.7785,33.9545,71.916,11.615,45.4256,35.9743,68.8953,9.9148,27.2266,27.0882,52.053,50.203,0.1181,0.094,76.6,0.95,0.94,0.07,0.13,-3.47,1.89,1.57,27.62,15.93,19.51,23.83,25.45,15.27,22.67,26.18,22.26,19.18,9.71,28.37,26.46,20.48,14.72,9.98,3.90000000000001,"15",1,"No"
2013,62.2,106.1,102.2,19.3,18.4,50.5233,17.8202,29.2293,37.6744,20.5667,49.8172,29.6161,21.9184,46.2465,31.835,63.1925,62.1922,104.918,106.147,103.306,102.184,3.96289,63.2063,61.5719,105.769,106.871,102.672,101.331,5.53976,46.7811,38.9189,69.4444,3.8499,48.0269,35.3941,71.4502,8.0687,32.2674,38.3749,61.498,55.3571,0.0855,0.0836,75.88,-0.92,-0.45,-0.93,-0.99,0.34,-1.37,2.52,38.72,22.04,23.32,15.59,16.78,22.28,34.29,24.66,23.3,10.01,7.75,24.19,20.65,19.04,20.26,15.86,3.89999999999999,"15",1,"No"
2016,76.2,108.3,104.6,13.4,17.7,49.7511,15.7743,30.87393,42.21719,21.7716,52.2946,25.9338,19.9345,51.3641,28.7013,76.8632,76.1798,106.328,108.316,103.575,104.577,3.73863,76.8253,76.1219,107.029,108.225,103.144,104.236,3.98885,48.5149,34.964,65.5949,11.1111,49.9646,36.326,71.7277,10.363,31.448,33.8793,48.364,50.3612,0.121,0.0775,76.72,-1.05,0.16,0.23,-0.23,0.61,-0.89,2.07,31.62,17.22,18.62,20.83,20.84,22.49,29.1,23.07,20.34,21.21,6.27,21.15,26.37,22.94,16.94,12.61,3.7,"14",1,"No"
2024,66.5,109.3,105.6,18.8,16.7,51.9390581717452,15.8998629841353,30.3968253968254,30.7940904893813,18.2115594329335,47.1101417666303,34.6782988004362,16.3629460895976,49.3545937737282,34.2824601366743,68.0064,66.4976,110.687,109.314,105.951,105.587,3.72628,68.1725,66.6611,110.679,108.595,105.581,105.778,2.81758,50.9834775767113,35.5307262569832,75.1124437781109,7.77604976671851,50.5443234836703,33.8582677165354,73.5494880546075,8.49724626278521,41.320406278855,40.8735632183908,54.0372670807453,62.5657202944269,0.0951582708899005,0.086325013676492,76.65,-1.08,-0.92,-1.1,-0.21,0.9,-1,2.17913,27.01,17.53,20.38,21.63,20.28,20.17,27.69,37.05,21.27,6.95,7.03,18.78,25.44,23.51,15.4,16.86,3.7,"14",1,"No"
2018,68.9,103.1,99.4,17.4,17.1,52.8912466843501,16.6533505084598,23.7521514629948,33.368700265252,17.1582883257167,48.4420440382219,34.3996676360615,20.053715308863,54.9686660698299,24.9776186213071,70.0316,68.893,104.783,103.068,97.177,99.3732,3.69458,70.0693,68.8538,105.352,103.553,96.7516,99.8577,3.69539,53.3394327538884,34.8484848484849,65.6597774244833,6.95856137607506,48.0062548866302,29.951690821256,74.1721854304636,8.87465690759378,42.0159151193634,32.6842105263158,55.9953434225844,39.625,0.0804404659024822,0.0747878926228484,76.06,-1.05,-0.29,-0.58,-1.83,0.05,-0.67,1.82,28.23,19.49,23,24.39,15.51,17.62,43.12,23.1,11.35,12.32,10.11,26.36,23.48,15.93,17.47,16.76,3.69999999999999,"16",1,"No"
2022,62.1,105.6,102,19.2,18.4,52.4939903846154,17.8052792163721,28.921568627451,39.3028846153846,20.6269877328487,46.2517037710132,33.1213084961381,15.8357771260997,52.4926686217009,31.6715542521994,63.6546,62.0843,107.368,105.642,99.9099,102.02,3.62246,63.8375,62.0745,107.883,106.151,99.9619,102.661,3.48951,52.2051282051282,35.2685050798258,69.4189602446483,8.73015873015873,47.3544973544974,34.8949919224556,70.5882352941177,7.58974358974359,41.40625,35.31089560753,48.1382978723404,41.1686586985392,0.0860914599472934,0.0856023039248656,76.44,-0.02,0.27,-0.75,-1.98,-0.08,0.12,1.17,26.04,20.87,24.38,15.86,18.74,20.15,20.56,43.5,16.52,7.33,12.1,15.52,36.07,15.15,14.85,18.41,3.59999999999999,"13",1,"No"
2016,70.1,103.6,100.1,16.1,17.4,49.6196,18.5976,31.62393,41.79348,22.7907,54.63,22.5793,19.0476,54.8068,26.1456,70.3599,70.1443,104.279,103.583,98.0814,100.139,3.44428,70.5102,70.1811,104.894,103.529,97.0228,99.3166,4.21193,50.2333,32.13,70.091,8.7105,52.0922,29.5732,70.4319,6.4541,30.1087,35.9059,46.4806,45.0249,0.1282,0.0965,76.03,-2.8,-1.84,-0.67,0.12,1.46,-4.64,1.15,26.12,17.41,23.75,22.07,19.31,17.46,26.2,20.58,25.19,19.42,8.6,19.21,22.03,18.74,22.99,17.04,3.5,"15",1,"No"
2019,66.9,107.4,103.9,17.1,18.1,56.0363247863248,17.3985041260729,27.5598086124402,31.3568376068376,16.2809257781325,51.3966480446927,32.3224261771748,21.7467248908297,49.1703056768559,29.0829694323144,68.3849,66.851,110.564,107.428,101.124,103.894,3.53414,68.3879,66.5497,111.502,107.36,100.898,103.814,3.54691,55.7575757575758,37.6569037656904,69.5059625212947,8.12937062937063,49.2132867132867,34.3122102009274,74.5508982035928,8.31168831168831,38.3012820512821,36.1250697934115,52.1881838074398,44.968152866242,0.0936163166174482,0.0808103110424199,76.23,-1.32,-0.57,-0.66,-0.93,0.57,-0.95,2.46,26.66,20.56,15.73,22.94,18.79,21.93,31.28,19.45,15.12,22.86,11.24,24.24,23.43,16.91,17.91,17.45,3.5,"15",1,"No"
2015,68.2,112.9,109.6,17.5,17.5,55.1042,15.8638,29.326,35.1684,18.6267,43.7253,37.648,19.7821,48.7846,31.4334,68.4385,68.2419,114.574,112.897,108.08,109.643,3.25319,68.4313,67.9604,114.793,112.165,107.62,109.197,2.96737,52.1657,39.3078,71.7325,12.2466,49.1554,38.6997,71.6237,11.5819,43.2389,35.3005,45.7569,57.2115,0.0897,0.0834,77.28,-1.04,-0.39,-0.28,1.3,3.51,-1.43,1.9,25.49,22.38,20.7,17.95,19.98,18.99,33.72,23.44,16.52,13.67,12.65,26.69,21.27,15.75,17.93,18.35,3.30000000000001,"13",1,"No"
2014,65.2,106.3,103,18.4,17.6,52.032,20.9268,31.0415,51.4163,26.2009,49.4323,24.3668,20.6581,49.1773,30.1645,66.5288,65.1641,105.579,106.322,101.19,102.958,3.36421,66.6172,65.2493,106.304,106.443,100.561,102.024,4.41973,53.7002,32.6316,71.8563,9.6889,47.8222,31.4735,71.519,9.962,35.0985,38.3224,47.3404,52.6385,0.0843,0.1074,76.91,1.33,-1.54,-0.23,0.13,1.43,-0.21,1.69,22.98,25.55,17.96,13.67,28.77,14.05,33.39,31.3,25.01,7.93,2.37,30.9,20.77,22.51,14.05,11.78,3.3,"14",1,"No"
2016,67,111.2,108,17.3,17.7,52.2028,17.5403,29.21236,33.55462,18.3192,47.1199,34.5609,18.5714,50.5714,30.8571,68.0207,66.9782,107.386,111.217,106.594,107.97,3.24685,68.0207,66.9474,107.386,110.972,106.594,107.906,3.06593,49.211,37.9471,69.7842,6.6038,50.0943,35.2365,70.1439,9.3688,38.8051,36.6408,56.1238,54.8862,0.0801,0.0892,77.56,0.02,1.94,0.28,0.05,1.61,1.96,1.97,30.79,20.99,19.67,21.29,20.08,17.96,31.81,32.38,24.23,6.95,4.63,24.23,25.28,21.95,13.26,15.28,3.2,"3",1,"No"
2011,64.1,103.7,100.5,18.4,18.3,51.5635,21.8885,28.7797,37.2638,21.5948,47.6474,30.7578,23.8671,44.713,31.4199,65.3692,64.072,102.078,103.659,100.6,100.504,3.15458,65.4057,64.4276,102.863,103.503,99.8333,99.4018,4.10161,49.5876,36.6372,76.2238,12.0388,43.1068,36.5554,70.0148,6.8041,36.8078,35.5847,60.1744,59.0491,0.1094,0.0927,76.97,3.18,-0.51,0.96,-0.56,0.46,2.67,2.16,32.81,13.84,28.45,33.2,13.34,11.17,37.61,30.23,18.38,8.55,5.23,23.95,25.32,26.6,12.08,12.06,3.2,"15",1,"No"
2021,65.2,100.6,97.4,18.2,17.2,52.2236756049706,23.0983976442694,31.4316469321851,36.2328319162852,19.0982776089159,52.7862208713273,28.1155015197568,14.2324093816631,51.0660980810235,34.7014925373134,67.0465,65.1864,100.54,100.616,95.8243,97.4248,3.1913,67.166,65.5948,100.374,100.165,94.537,96.2694,3.89559,51.9960079840319,35.1043643263757,68.0505415162455,14.1293532338308,47.6616915422886,31.2230215827338,68.1122448979592,9.18163672654691,34.4669718770438,40.8823529411765,51.4164305949009,49.8563218390805,0.0652669955511364,0.119316226241921,77.31,0.46,-0.52,-0.81,0.54,2.31,-0.03,1.7,25.79,24.86,16.2,17.46,20.23,21.25,48.26,25.77,5.87,3.96,16.15,30.55,16.55,12.96,19.64,20.3,3.19999999999999,"14",1,"No"
2016,72.1,105.9,102.9,15.9,17,49.5547,18.7915,31.82527,41.61306,22.9615,47.8462,29.1923,21.3926,49.5938,29.0135,72.3876,72.0891,104.76,105.881,104.037,102.929,2.95141,72.3903,71.9828,104.917,105.541,103.878,102.83,2.71119,48.9764,33.6884,70.9869,8.8347,48.8195,34.3407,71.725,8.8976,37.1598,35.6688,48.2286,50.6173,0.0911,0.079,77.16,-0.18,-0.81,0.18,0.17,2.54,-0.99,1.45,33.41,15.88,23.46,20.05,20.36,20.25,34.3,21.03,20.29,12.16,12.22,24.11,29.01,16.78,15.14,14.97,3,"14",1,"No"
2015,64.7,104.9,101.9,18.8,17.5,47.5535,20.1201,34.1503,35.6779,21.6625,53.6524,24.6851,19.4433,54.7448,25.8119,65.6561,64.6971,101.023,104.918,100.229,101.857,3.06075,65.4962,64.4025,101.144,104.585,99.5814,101.758,2.82779,46.5743,33.2203,73.7143,13.2213,47.4069,31.9249,68.3976,10.277,30.0714,31.8227,59.0419,49.238,0.097,0.0932,76.72,0,1.21,0.16,-0.25,-0.83,1.21,0.84,37.36,18.86,23.17,24.71,17.6,15.67,27.89,37.69,16.64,13.98,3.81,29.05,25.59,15.47,16.29,13.6,3,"14",1,"No"
2025,68.1,107.5,104.6,18.1,16.8,51.162215628091,18.2426269382791,35.182119205298,37.5865479723047,20.8795411089866,49.6367112810707,29.4837476099426,17.7896466721446,52.7526705012325,29.4576828266228,68.8927,68.0786,110,107.521,102,104.619,2.90189,68.6535,67.7646,110.137,106.969,101.539,104.883,2.08559,50.7427677873339,34.5895020188425,71.8421052631579,11.8991331757289,50.5910165484634,33.9971550497866,72.4080267558528,9.46051602814699,36.7457962413452,35.6490872210953,60.3752759381898,52.2133938706016,0.0918421907927155,0.101068346945408,76.89,-0.66,-0.26,-0.1,0,-0.53,-0.46,1.44803,26.44,22.77,20.66,18.88,19.03,18.63,32.91,30.24,16.92,11.1,8.8,35.08,21.32,14.61,16.35,12.6,2.90000000000001,"15",1,"No"
2024,75.3,105.4,102.5,14.6,17.1,51.7098445595855,18.4342637789171,28.75,32.0725388601036,18.2637182637183,56.4291564291564,25.3071253071253,18.7904967602592,48.2937365010799,32.9157667386609,75.4206,75.2612,104.502,105.437,99.0585,102.536,2.90063,75.4183,75.1434,104.938,105.553,98.5188,102.49,3.06269,51.8045112781955,34.3333333333333,72.0516962843296,8.60869565217391,48.6086956521739,32.3979591836735,68.1818181818182,10.2255639097744,31.0880829015544,40.5377456049638,45.0279329608939,48.9544895448955,0.100939356190822,0.0962345556904027,77.31,0.05,-0.43,0.45,0.79,0.04,-0.19,1.37781,39.64,22.03,17.28,19.97,18.86,21.81,46.68,20.73,12.15,11.46,8.92,23.81,24.34,20.53,18.83,12.44,2.90000000000001,"15",1,"No"
2022,67.5,104.3,101.4,18,17,53.5753880266075,18.606673187697,26.7754318618042,39.9113082039911,21.8674211802749,48.9086499595796,29.2239288601455,21.6521739130435,49.9130434782609,28.4347826086957,68.9119,67.4514,107.722,104.315,99.7226,101.374,2.94097,68.9381,67.294,108.242,104.531,98.3861,100.723,3.80856,52.7923211169284,36.6261398176292,75.1388888888889,10.2803738317757,48.768054375531,33.1811263318113,75.4545454545455,8.37696335078534,36.4745011086475,35.8233369683751,48.4633569739953,40.530303030303,0.0726008042604065,0.0930333659384849,76.74,-0.49,0.83,1.05,1.36,-3.81,0.17,1.75,30.81,23.07,15.3,21.01,20.34,20.23,41.47,16.72,24.78,9.12,7.82,30.51,14.95,24.13,16.69,13.63,2.89999999999999,"14",1,"No"
2018,68.3,100.6,97.7,17.3,17.3,48.5796948974224,18.6203246676099,28.7179487179487,35.3498158863756,20.6955775010734,50.5796479175612,28.7247745813654,18.1735159817352,47.0319634703196,34.7945205479452,69.6126,68.2775,100.454,100.579,94.5441,97.6892,2.89004,69.7118,68.2124,101.383,101.068,94.0649,98.251,2.81674,47.6537216828479,33.5338345864662,71.7261904761905,6.67259786476868,45.8185053380783,34.7469220246238,71.841155234657,8.00970873786408,34.9815886375592,39.4070080862534,53.2019704433498,50.9752925877763,0.0933176363852377,0.0842450884033396,76.81,1.1,-0.23,-0.46,0.55,-0.92,0.44,1.45,29.91,18.82,22.18,20.16,20.66,18.15,32.98,30.32,12.19,12.73,11.76,23.14,23.36,20.41,16.97,16.11,2.89999999999999,"14",1,"No"
2013,71.9,106.6,103.8,14.8,17.8,48.9772,19.1741,34.8148,40.2688,22.119,55.855,22.026,21.0319,57.2973,21.6708,73.2013,71.8985,104.76,106.608,99.4997,103.785,2.82352,73.5264,71.4118,105.923,106.886,98.6185,103.699,3.18756,50.0416,30.9804,69.0856,10.0241,46.7522,33.9492,62.9412,5.6619,29.8071,25.7738,53.2279,48.4932,0.1239,0.0942,75.87,-0.29,-0.12,-0.05,-1.99,-1.66,-0.42,2.06,43.27,17.36,25.94,14.58,21.39,20.73,27.43,32.6,21.21,11.07,7.69,28.84,28.44,18.46,11.79,12.47,2.8,"14",1,"No"
2022,66.7,107,104.3,17.9,17.6,53.372591006424,18.3252296056186,26.7419962335217,34.5289079229122,19.4017784963622,50.767987065481,29.8302344381568,18.2007496876302,50.3123698458975,31.4868804664723,67.5531,66.6936,106.9,106.974,103.648,104.333,2.64134,67.7472,66.6342,107.166,106.849,102.824,104.566,2.283,54.419410745234,34.453781512605,74.4186046511628,9.87361769352291,47.7093206951027,35.3932584269663,76,7.97227036395147,38.2226980728051,35.9959555106168,48.0549199084668,45.3271028037383,0.0959481361426256,0.0950837385197191,77.16,0.43,0.55,-0.08,-0.31,0.43,0.49,2.08,24.31,21.38,21.68,16.64,18.45,21.81,40.92,26.72,7.18,8.06,17.05,23.99,25.57,15.76,15.49,19.14,2.7,"15",1,"No"
2018,70.7,110,107.3,16,17.9,53.8757823784304,15.9586287699735,24.4127516778523,30.1396244583534,17.0984455958549,46.8541820873427,35.9733530717987,15.2574942352037,53.9584934665642,30.7840122982321,71.4833,70.6518,109.168,109.963,104.997,107.329,2.63405,71.5971,70.6965,109.478,110.261,104.196,107.388,2.87263,51.4216084484159,38.2978723404255,73.8019169329073,7.59027266028003,51.7317612380251,35.8389261744966,65.9468438538206,7.71730300568643,40.7318247472316,35.4424357754519,56.6353187042842,52.1155830753354,0.0925196452740238,0.0694907379350746,75.88,-1.44,-0.39,-0.2,-1.08,-1.48,-0.92,2.26,32.16,19.24,23.83,18.74,18.5,19.69,51.2,19.08,11.46,8.08,10.13,28.85,23.31,18.81,16.87,12.13,2.7,"15",1,"No"
2024,68,108.8,106.1,17.3,17.9,55.2140504939627,16.6264291896324,24.3996157540826,30.1317233809001,16.3757273482959,50.2078137988362,33.4164588528678,16.3265306122449,42.9005644811116,40.7729049066435,68.0533,67.9649,109.8,108.806,104.734,106.113,2.69302,68.1353,67.8606,110.141,108.663,104.075,105.675,2.98785,55.6169429097606,36.4130434782609,71.7668488160291,9.52858575727181,49.5486459378134,35.4875283446712,74.1617357001972,8.83977900552486,40.3951701427003,46.9398616285258,46.9036697247706,48.451053283767,0.0856374982918052,0.0997585751377944,77.08,0.59,0.66,-1.04,-0.56,0.09,0.63,2.12431,24.33,20.86,21.44,25.86,16.07,15.76,38.65,22.4,9.78,17.12,12.03,21.55,20.23,22.04,18.98,17.19,2.7,"15",1,"No"
2011,64.1,95.2,92.5,17.9,18.4,45.5387,23.2981,32.879,38.8889,21.5563,49.8792,28.5645,24.5348,49.7551,25.7101,65.6744,64.1103,92.0667,95.2186,91.2336,92.4894,2.72915,65.7111,64.6119,92.8353,95.0018,90.9427,91.7599,3.24183,42.6799,34.3805,64.3579,12.3596,40.7705,30.5944,65.4902,10.9181,32.1549,31.4631,53.7167,52.5622,0.1174,0.1085,75.71,-1.36,-0.59,-0.41,-0.11,-0.53,-1.96,2.14,32.68,19.42,26.2,16.44,20.51,17.42,41.27,36.41,12.81,7.06,2.46,25.37,22.01,18.89,21.86,11.86,2.7,"14",1,"No"
2016,66.8,103.4,100.9,17.3,17.4,54.4648,19.6421,25.86538,45.7126,22.0482,45.9585,31.9932,16.5983,57.8203,25.5814,68.3857,66.8463,106.252,103.393,98.5468,100.946,2.44688,68.5252,66.9958,107.01,103.593,98.1506,100.851,2.74146,55.2953,35.543,67.3997,7.4786,45.1567,35.619,67.1587,4.7862,41.9279,27.2162,51.8239,41.5347,0.0688,0.0854,76.78,0.02,0.33,-0.82,-0.08,0.55,0.35,1.39,34.46,24.3,20.04,15.15,20.33,20.17,44.27,36.55,7.8,4.69,6.7,33.81,25.97,14.23,13.81,12.18,2.5,"15",1,"No"
2015,64.1,106.7,104.3,18.2,18.6,50.0301,17.5162,34.8162,38.8554,21.5028,50,28.4972,20.6527,45.9969,33.3503,64.7021,64.0634,109.256,106.731,100.935,104.347,2.38422,64.7621,63.6717,109.08,105.424,99.7059,103.803,1.6211,48.0909,35.8929,70.5426,9.8477,45.7868,33.7984,71.0526,7.3636,33.7349,39.5706,45.8904,52.9148,0.0984,0.0902,75.86,-1.65,-0.54,-0.65,-0.38,-0.81,-2.18,1.93,28.55,16.26,13.47,22.05,27.06,21.16,38.75,33.11,16.52,6.91,4.7,30.35,28.37,16.98,12.62,11.68,2.40000000000001,"16",1,"No"
2015,66.9,110.2,107.9,17.1,18.2,56.4294,20.2854,28.9345,32.2044,16.4826,43.5004,40.017,16.3709,52.8838,30.7453,67.4145,66.932,108.9,110.172,104.447,107.903,2.26843,67.4806,66.5706,109.106,109.115,103.917,107.619,1.49515,56.3256,37.6951,69.1622,5.4124,51.2027,34.3239,71.2355,12.3212,47.8186,36.6358,58.4746,51.1487,0.0933,0.097,76.48,-0.64,-0.04,-1.58,0.3,1.04,-0.68,1.49,30.87,20.46,23.38,20.05,21.11,15.01,28.4,32.12,8.72,7.39,23.37,19.65,28.78,15.96,15.86,19.75,2.3,"15",1,"No"
