"Season","Adjusted.Temo","Adjusted.Offensive.Efficiency","Adjusted.Defensive.Efficiency","Avg.Possession.Length..Offense.","Avg.Possession.Length..Defense.","eFGPct","TOPct","ORPct","FTRate","OffFT","Off2PtFG","Off3PtFG","DefFT","Def2PtFG","Def3PtFG","Tempo","AdjTempo","OE","AdjOE","DE","AdjDE","AdjEM","Pre.Tournament.Tempo","Pre.Tournament.AdjTempo","Pre.Tournament.OE","Pre.Tournament.AdjOE","Pre.Tournament.DE","Pre.Tournament.AdjDE","Pre.Tournament.AdjEM","FG2Pct","FG3Pct","FTPct","BlockPct","OppFG2Pct","OppFG3Pct","OppFTPct","OppBlockPct","FG3Rate","OppFG3Rate","ARate","OppARate","StlRate","OppStlRate","AvgHeight","CenterHeight","PFHeight","SFHeight","SGHeight","PGHeight","EffectiveHeight","Experience","Bench","CenterPts","PFPts","SFPts","SGPts","PGPts","CenterOR","PFOR","SFOR","SGOR","PGOR","CenterDR","PFDR","SFDR","SGDR","PGDR","Net.Rating","Seed","Post.Season.Tournament.Sorting.Index","Final.Four."
2024,65.3,114.3,93.7,17.8,18.4,51.6277939747328,15.0045549541825,29.789029535865,29.2517006802721,16.6993335946688,56.6052528420227,26.6954135633085,19.4204152249135,46.4532871972318,34.1262975778547,66.3831,65.3426,109.268,114.265,99.4727,93.6817,20.583,66.3965,65.1871,109.535,113.763,99.3536,93.7282,20.0344,50.4189944134078,36.2619808306709,70.7641196013289,11.660777385159,47.4381625441696,32.6302729528536,71.4968152866242,7.82122905027933,30.4178814382896,41.5892672858617,58.7987355110643,54.75,0.106317989389636,0.0797384920422271,77.27,0.8,0.63,-0.99,-0.07,0.31,0.72,2.49035,31.03,13.28,21.32,19.45,18.13,27.79,37.18,30.06,18.02,7.54,7.18,31.17,25.27,16.54,14.89,12.12,20.6,"9",1,"No"
2021,69.2,116.8,96.3,17.4,16.8,48.9124372559955,16.7897471256025,35.9417652411283,37.92526491913,21.8011591618368,49.3089612126616,28.8898796255016,15.8927716610819,52.6567735758736,31.4504547630445,70.3926,69.1703,108.579,116.787,100.882,96.2734,20.5137,70.6837,69.6016,107.886,116.128,100.446,95.8073,20.3206,46.0833333333333,36.424957841484,71.9117647058823,7.67790262172285,51.498127340824,33.5375191424196,69.022869022869,6.83333333333333,33.0730619074177,37.9430563625799,52.925877763329,52.665799739922,0.106447964485088,0.0861260803561168,77.15,0.25,0.16,0.22,-0.2,0.78,0.2,1.82,29.82,23.27,13.14,22.99,20.23,20.33,40.96,29.89,13.92,5.46,9.69,40.95,20.25,11.59,12.12,15.01,20.5,"3",1,"No"
2014,68.6,120.2,99.8,15.1,19.3,51.1599,15.7847,37.6054,45.2849,24.5444,54.1465,21.309,20.8531,49.5476,29.5993,69.8647,68.6035,115.122,120.237,99.5938,99.7935,20.4433,70.2372,69.1598,115.603,120.152,98.9669,99.1218,21.0299,50.6259,35.0459,73.4967,13.4868,47.2862,31.6736,70.5539,7.7886,27.4836,37.2873,57.889,52.6119,0.1001,0.089,78.86,2.19,2.25,2.16,3.09,1.21,4.44,1.89,40.68,18.35,21.7,20.59,24.72,14.64,39.53,21.56,25.32,8.36,5.24,22.86,28.4,24.93,11.68,12.12,20.4,"11",1,"No"
2014,62.3,110.4,90,18.4,19.5,46.6916,15.2428,36.0629,45.0907,24.5364,54.2475,21.216,19.9899,54.6559,25.3543,63.2172,62.2944,107.187,110.384,91.6,90.0007,20.3833,63.6681,62.8054,106.932,109.055,90.8125,89.2312,19.8236,45.122,34.1667,67.3373,13.4677,43.5484,30.8118,68.3391,10.5452,25.6137,30.4153,39.2182,48.5149,0.1132,0.0642,78.56,0.31,1.25,2.35,2.73,2.72,1.56,1.82,27.6,14.04,18.96,19.55,19.17,28.27,29.02,31.39,21.66,10.9,7.03,22.8,29.99,19.47,14.26,13.48,20.4,"4",1,"No"
2018,68.8,115.8,95.4,16.9,17.8,51.7966903073286,18.5853316911782,35.6507679870655,43.9716312056738,22.8521126760563,56.5492957746479,20.5985915492958,19.3151212004617,47.5567525971528,33.1281262023855,69.7213,68.7603,109.639,115.806,100.541,95.3621,20.444,69.7603,68.5818,109.59,116.426,100.553,96.019,20.4069,51.1790949649458,35.7142857142857,69.7849462365591,13.6752136752137,48.018648018648,30.0523560209424,69.2413793103448,8.54047163798598,25.8156028368794,42.5958965209634,48.997995991984,52.1546961325967,0.0803690019077978,0.0819145596367939,78.86,1.01,2.18,2.65,2.93,1.55,1.59,0.18,29.36,15.83,20.84,21.71,21.89,19.71,41.7,18.34,20.48,10.7,8.74,27.88,22.86,21.63,15.52,12.08,20.4,"5",1,"No"
2021,66.1,113.3,92.9,18.4,17.8,51.0338345864662,18.6395771478784,32.8108672936259,31.7042606516291,18.0995475113122,51.5837104072398,30.316742081448,17.3447537473233,45.93147751606,36.6167023554604,66.5157,66.1026,105.98,113.251,99.5298,92.9249,20.3262,66.7936,66.4842,106.055,113.612,98.8645,91.3407,22.2716,51.6616314199396,33.3333333333333,71.1462450592885,11.3557358053302,49.7103128621089,31.8435754189944,68.0672268907563,9.66767371601208,37.781954887218,45.3451551614946,55.8823529411765,59.9695585996956,0.0756234272856782,0.0825466987977473,78.35,3.09,0.49,0.3,1.34,1.98,1.79,1.04,38.68,34.36,11.07,17.97,21.82,14.72,54.68,20.26,9.13,7.94,7.93,33.5,23.29,19.24,15,8.9,20.4,"4",1,"No"
2023,65.7,110.8,90.4,17.5,18.5,49.3131868131868,17.2800596947517,31.6153846153846,33.2417582417582,19.6268656716418,52.1641791044776,28.2089552238806,19.6029776674938,51.1166253101737,29.2803970223325,66.5573,65.7203,105.527,110.757,94.9483,90.4127,20.3446,66.5126,66.009,106.67,111.929,95.1386,91.6744,20.2549,48.4407484407484,34.0080971659919,72.4517906336088,11.7224880382775,49.2822966507177,28.2634730538922,75.1188589540412,7.9002079002079,33.9285714285714,39.9712781235041,50.2628811777077,46.6042154566745,0.100931257762527,0.0926839565445772,76.71,0.26,0.01,-0.06,-0.42,-1.66,0.14,2.76,37.41,20.17,18.01,23.19,18.63,19.99,44.93,27.97,15.29,6.61,5.2,30.47,22.78,20.42,12.92,13.41,20.4,"5",1,"Yes"
2016,67.4,116.2,95.9,17.7,17.9,55.2243,18.8538,29.20188,36.93931,20.4787,49.5441,29.9772,17.1514,52.6946,30.154,67.0676,67.3729,111.87,116.199,99.516,95.9479,20.2506,66.9454,67.2907,112.511,116.294,99.0853,95.5806,20.7136,55.7742,36.2259,77,13.895,45.5285,32.1038,71.2256,8.1266,38.3113,35.1079,52.0219,47.2385,0.0854,0.09,78.93,2.35,2.36,3.35,1.27,1.41,4.71,1.77,26.74,19.7,22.02,19.06,18.1,21.12,43.51,27.64,18.51,4.58,5.77,21.75,26.2,20.9,15.44,15.7,20.3,"5",1,"No"
2021,70.6,120.1,99.8,16.2,16.8,52.276467361492,15.5599697313659,31.4447592067989,33.9550191991223,19.6119780683256,50.7802614930409,29.6077604386335,17.973406694177,48.6015589179276,33.4250343878955,72.5804,70.6239,112.572,120.105,103.253,99.7562,20.3488,72.7762,70.7574,112.749,119.771,103.154,100.181,19.5899,52.3933855526545,34.7181008902077,75.1211631663974,8.22846079380445,51.3068731848984,29.9630086313194,71.4025500910747,9.2254134029591,36.9720241360395,43.9804772234273,41.9856459330144,51.7464424320828,0.106413166855846,0.0794551645856981,77.61,0.02,0.16,0.29,0.93,2.09,0.09,1.03,26.32,20.86,16.61,16.42,28.87,17.18,21.51,38.81,27.19,5.8,6.58,27.47,29.44,14.79,13.89,14.31,20.3,"8",1,"No"
2021,68.6,113.1,92.8,16.4,18.1,52.8765352294764,20.6721064639783,31.1229946524064,33.8720103425986,18.5258964143426,46.8127490039841,34.6613545816733,21.0640608034745,51.900108577633,27.0358306188925,69.4184,68.6374,105.879,113.066,97.268,92.761,20.3053,69.609,69.2079,106.848,113.848,97.8468,93.2661,20.5822,52.5139664804469,35.5828220858896,70.9923664122137,10.4166666666667,45.2651515151515,31.7399617590822,68.4303350970018,9.3854748603352,42.1460892049127,33.1222292590247,50.8547008547009,41.4596273291925,0.0925773724595467,0.0888953178730875,77.84,1.48,1.82,-0.32,0.24,1.44,1.65,1.96,27.83,20.72,20.43,16.63,21.52,20.7,37.38,29.07,16.31,8.45,8.79,24.99,30.69,18.02,13.93,12.37,20.3,"3",1,"No"
2013,66.4,114,93.7,17,17.8,51.2929,16.8933,36.6071,29.8261,16.9314,52.6354,30.4332,21.653,52.7766,25.5704,68.6029,66.3568,111.167,114.017,93.9826,93.7335,20.2832,68.7887,65.764,111.348,113.747,94.093,94.4178,19.3295,50.5198,35.125,70.1046,8.9052,50.0817,32.9451,68.3424,8.7318,35.6665,32.9315,51.5842,51.0481,0.1697,0.0861,76.74,0.9,-1.08,-1.05,0.56,2.34,-0.17,1.71,33.85,22.16,23.59,20.69,15.44,18.13,35.98,33.32,8.03,8.95,13.72,32.76,22.92,16.06,11.56,16.7,20.3,"5",1,"No"
2013,63.8,111.8,91.5,18.6,18.1,50.0231,19.449,38.0104,36.5189,20.3309,51.1029,28.5662,23.1866,46.8763,29.9371,64.8638,63.8123,107.492,111.814,94.2996,91.5092,20.3053,64.7695,62.4159,107.139,109.966,93.6903,92.5764,17.3895,49.6074,33.8562,69.9115,13.5051,43.6378,32.2057,71.447,8.2798,35.3186,36.5842,55.5556,51.4429,0.1142,0.087,76.49,0.78,1.86,-0.84,-1.08,-0.66,2.64,2,35.87,18.48,26.8,18.94,16.99,18.8,32.74,33.36,13.04,12.68,8.17,26.75,23.35,16.08,16.37,17.46,20.3,"9",1,"Yes"
2025,70.7,119.2,98.9,16.2,17.8,54.1031390134529,15.0684151595089,29.1230893000805,34.7533632286995,19.2166052895882,51.155005021761,29.6283896886508,18.5667752442997,49.9457111834962,31.4875135722041,70.7413,70.6991,113.475,119.206,104.857,98.8736,20.3326,70.7715,70.4314,113.488,118.852,105.192,99.3034,19.5481,54.5324768022841,35.5850422195416,74.0645161290323,9.6085409252669,49.1103202846975,33.4872979214781,74.025974025974,10.4925053533191,37.1748878923767,38.1329810656099,51.6525023607177,47.5510204081633,0.0838821095781223,0.0865390089765244,76.42,-0.16,-0.24,-1.04,-1.49,-1,-0.2,2.25811,30.12,18.73,17.28,22.04,18.12,23.81,37.62,28.52,13.79,14.42,5.61,31,20.79,16.94,17,14.24,20.3,"11",1,"No"
2012,70,111.5,91.3,15.6,18.3,50.1476,18.6312,34.0732,40.8755,22.7066,54.4352,22.8582,18.7608,53.5529,27.6863,71.4704,70.0275,105.252,111.48,92.4599,91.2583,20.2218,71.3551,69.187,106.246,112.422,92.9743,93.0852,19.3365,49.9652,33.7248,72.0818,8.7707,44.4285,31.6024,68.5127,10.4384,29.3163,32.6392,63.1121,58.1227,0.1226,0.1008,76.18,-0.76,-0.06,-0.38,0.13,1.29,-0.83,1.67,27.92,19.36,24.26,18.4,26.64,11.34,38.42,21.83,22.36,9.99,7.4,21.54,31.36,19.44,15.34,12.32,20.2,"3",1,"No"
2011,64.8,113.3,93.1,18.1,18.1,52.8796,19.3767,31.9703,28.2199,16.2868,54.8695,28.8438,20.5671,51.7552,27.6778,66.3919,64.7741,106.457,113.259,98.3626,93.1209,20.1382,66.4718,65.2946,106.76,112.305,98.039,92.727,19.5782,50.5344,38.6667,72.9128,12.0731,45.6712,30.506,72.3101,7.2519,31.4136,34.8006,63.5347,53.2051,0.083,0.0843,79.14,2.88,2.83,2.18,1.12,3.46,5.72,2.02,27.51,19.51,17.81,19.15,22.05,21.48,33.64,22.35,28.27,9.52,6.22,25.32,22.76,24.01,15.48,12.44,20.2,"9",1,"No"
2019,70,117.7,97.5,17.2,17,51.1563367252544,17.9222282116841,36.7635506677141,37.095282146161,21.4209591474245,53.4280639431616,25.1509769094139,18.6473807662236,48.3971853010164,32.95543393276,70.5194,70.0431,111.475,117.718,101.17,97.4991,20.2185,70.5931,69.8753,112.474,118.485,100.645,97.5196,20.9656,52.8832630098453,31.8918918918919,75.1870324189526,11.8210862619808,49.4408945686901,33.7334933973589,69.0303907380608,7.94655414908579,34.2275670675301,39.9520383693046,45.748987854251,45,0.121855326472377,0.0890176897931328,77.19,1.52,-0.11,-0.19,1.07,-0.43,0.7,1.09,29.39,22.01,19.38,16.26,20.01,22.29,38.83,39.49,13.46,4.3,3.84,29.72,25.76,16.43,15.04,12.98,20.2,"3",1,"No"
2014,65,114,93.8,17.2,18.4,55.1924,17.3673,30.5732,41.223,20.9215,51.6616,27.4169,23.3959,51.0694,25.5347,66.9568,65.0496,112.971,113.991,97.7456,93.8477,20.1429,66.503,64.5603,113.905,113.594,97.0929,92.9558,20.6386,53.563,39.0323,70.844,9.9852,43.2692,31.759,70.6192,8.6139,32.6832,31.2309,54.4276,48.3333,0.0977,0.0883,76.79,2.66,0.32,-0.7,-1.05,-0.72,2.98,2.09,29.17,23.66,21.39,18.34,20.84,15.77,36.29,29.11,23.11,5.37,6.12,31.86,25.58,15.51,14.28,12.77,20.2,"8",1,"No"
2016,68.8,116.1,95.9,16.1,18.3,51.332,14.7692,31.94784,33.00444,18.7427,49.7462,31.5111,15.0853,53.1701,31.7446,69.0617,68.7664,111.521,116.133,100.007,95.8933,20.2392,69.2986,68.812,112.194,116.298,99.144,94.9421,21.3563,48.7003,37.4131,71.7489,12.3299,48.6789,31.3472,68.3168,7.5688,35.4711,38.1989,57.7263,53.4118,0.0972,0.0767,78.47,2.54,1.83,1.7,0.76,1.61,4.37,2.13,28.92,19.66,24.91,22.19,18.37,14.87,38.69,23.22,24.01,7.97,6.12,30.28,24.13,18.32,13.79,13.47,20.2,"7",1,"No"
2018,68.4,114.6,94.4,17.4,17.8,53.2671829622459,17.47117308687,33.8308457711443,32.6234269119071,18.0260707635009,48.7895716945996,33.1843575418994,24.3064729194188,45.1783355350066,30.5151915455746,68.3575,68.4245,111.903,114.609,94.8949,94.3736,20.2354,68.3795,68.2176,112.888,115.787,94.8876,95.2473,20.5396,50.462249614792,38.671875,71.8100890207715,9.04436860068259,43.7713310580205,32.3076923076923,70.3184713375796,7.08782742681048,37.1732817037754,37.8908320084791,53.046218487395,51.8817204301075,0.0911176012664511,0.0731448634019676,75.56,-1.53,-1.11,-2.21,-1.85,0.51,-1.32,2.14,34.14,15.42,18.56,19.44,17.12,29.44,39.48,29.05,15.72,7.19,8.52,27.01,26.36,19.09,13.04,14.46,20.2,"6",1,"No"
2025,64,121.6,101.4,19.5,17.8,54.9551792828685,16.9695779962593,35.5394378966455,30.7768924302789,18.1379821958457,48.5905044510386,33.2715133531157,23.7295254094918,47.795044099118,28.4754304913902,64.5987,63.9711,117.565,121.592,104.089,101.408,20.1845,64.5293,63.7051,118.148,121.928,104.135,102.59,19.3389,56.9565217391304,34.8484848484849,79.126213592233,17.4577634754626,45.7763475462591,34.984520123839,72.9032258064516,8.52173913043478,42.7290836653386,34.1979883536263,63.5220125786164,44.1509433962264,0.0828848282593641,0.0859384798268143,78.17,0.57,0.75,1.9,0.45,1.18,0.66,1.75688,30.1,22.72,19.16,18.57,22.27,17.27,42.88,17.4,15.27,8.01,16.43,29.88,17.89,20.73,16.32,15.17,20.2,"8",1,"No"
2022,70.2,114.4,94.3,17,17.1,51.4736405147364,16.4362283371414,31.8602993585175,30.3030303030303,18.3673469387755,49.2429229756419,32.3897300855826,13.7769784172662,53.7410071942446,32.4820143884892,70.3015,70.2423,109.6,114.393,100.051,94.2598,20.1328,70.2181,70.1492,109.416,113.057,100.974,97.0108,16.0459,50.1004688546551,35.8078602620087,76.4383561643836,9.73901973265436,47.5493316359007,33.7066069428891,72.5378787878788,9.31011386470194,38.0240763802408,36.2418831168831,54.089219330855,47.5190839694656,0.0729696291011551,0.093198833208406,78.26,1.05,1.99,2.59,1.02,-0.14,1.52,1.76,19.82,25.61,22.22,10.45,20.72,21,50.62,21.38,18.42,3.48,6.1,36.59,21.05,15.48,11.71,15.16,20.1,"8",1,"Yes"
2015,63.2,110.2,90.1,18.8,18.5,48.3528,16.9677,34.6939,40.7545,22.4211,53.0264,24.5524,19.5851,53.3526,27.0622,64.2743,63.213,105.872,110.188,93.6879,90.0965,20.0919,64.5773,63.0408,106.552,110.554,93.8813,90.9269,19.6267,46.3487,35.5556,68.5789,8.7734,47.1039,30.6557,68.2353,11.2519,28.6929,34.1928,47.543,50.1351,0.0979,0.0821,77.09,-0.23,0.08,1.32,1.68,-0.7,-0.16,1.99,21.17,14.11,22.74,25.34,21.9,15.91,38.57,20.77,11.79,21.8,7.07,37.7,15.02,14.61,15.55,17.11,20.1,"6",1,"No"
2019,67.8,117.7,97.6,17.8,17.5,54.5913218970737,19.2210365934868,34.6866725507502,32.6437941473259,17.6560121765601,49.0106544901065,33.3333333333333,18.5881370091896,49.7076023391813,31.7042606516291,68.4799,67.7994,111.981,117.664,101.936,97.6258,20.0378,68.5278,67.4194,111.932,117.395,101.401,96.7173,20.6776,53.3112582781457,37.7260981912145,71.7156105100464,13.9951179820993,48.413344182262,35.7344632768362,71.5434083601286,10.0993377483444,39.0514631685166,36.5513680949923,51.8162393162393,50.5896226415094,0.116775255579055,0.0848112257672699,77.7,1.55,2.53,-0.13,0.54,-0.06,2.04,1.67,29.89,14.84,19.39,20.71,25.27,19.78,35.54,35.86,10.26,12.24,6.08,26.32,29.52,16.62,17.16,10.36,20.1,"5",1,"No"
2025,68.3,118.9,98.8,16.4,17.8,51.932929669306,15.2599947739744,33.8785046728972,31.4857941313461,17.5295857988166,50.5177514792899,31.9526627218935,19.1911181601903,43.9333862014274,36.8754956383822,69.6115,68.3485,113.077,118.858,105.335,98.8421,20.0162,69.7482,68.1194,113.152,118.739,105.036,98.6336,20.105,55.4833468724614,31.4410480349345,70.1183431952663,13.6116152450091,50.2722323049002,35.796766743649,69.7406340057637,8.69212022745735,42.6641825803447,44.0040650406504,53.2440782698249,53.0092592592593,0.129605435066632,0.0886333943036321,77.34,0.61,-0.02,0.62,1.11,-1.64,0.29,2.28068,31.69,22.84,16.89,13.6,20.94,25.73,38.11,25.59,22.97,10.51,2.83,32.61,22.78,17.07,16.33,11.21,20.1,"8",1,"No"
2011,62.5,114.9,94.8,19.8,17.6,48.5214,18.8756,39.4432,40.9091,23.0569,50.1086,26.8346,21.462,54.358,24.1799,64.4148,62.5394,108.096,114.892,100.748,94.7775,20.1145,64.4403,62.7344,107.683,113.313,99.8426,93.145,20.1684,47.4897,33.7152,71.0843,11.0121,46.9636,29.0541,69.6049,8.3951,33.4611,32.4028,62.7075,48.8032,0.0725,0.0998,77.38,-0.14,0.83,0.32,0.3,2.46,0.69,2.4,27.72,22.04,16.05,16.81,25.68,19.42,32.34,29.08,22.92,9.09,6.56,24.34,22.63,19.6,15.8,17.64,20.1,"5",1,"No"
2017,71.3,115.5,95.5,15.3,17.9,53.7045666356011,16.355727214058,33.7737407101569,38.3970177073625,19.7702749738949,55.899756352245,24.3299686738601,21.7994451050337,47.4038842647642,30.7966706302021,72.4954,71.2739,113.073,115.516,99.6639,95.4542,20.0618,72.3678,70.7622,113.774,116.738,98.6561,93.9951,22.7426,54.4406779661017,34.7242921013413,68.9320388349515,13.6674259681093,45.4062262718299,34.8586810228802,71.5214564369311,7.05084745762712,31.2674743709226,36.0679611650485,49.3243243243243,49.4749124854142,0.102075502372073,0.069364047943957,79.17,3.5,1.66,1.8,2.45,2.56,2.58,1.25,39.57,19.94,18.59,23.84,18.82,18.74,31.18,22.05,15.11,22.04,9.56,28.26,22.44,17.68,17.24,14.31,20,"3",1,"No"
2019,63.4,108.4,88.4,18.7,18.4,49.3343982960596,17.4370877798851,28.5338015803336,30.5644302449414,17.128801431127,50.5366726296959,32.3345259391771,17.679012345679,47.8024691358025,34.5185185185185,64.9393,63.4071,101.437,108.447,92.0078,88.3867,20.0605,64.9201,63.0414,101.553,107.96,91.5612,87.7377,20.2225,48.8331892826275,33.4257975034674,66.7247386759582,7.70010131712259,49.0374873353597,31.4439946018893,67.4199623352166,8.21089023336214,38.3919062832801,42.8819444444444,57.5682382133995,54.5327754532775,0.115945310951963,0.0964701220030005,76.63,0.56,-0.41,-0.83,-0.16,-0.13,0.08,2.17,28.55,22.7,18.2,17.55,22.49,18.99,36.53,33.22,15.54,7.49,7.14,24.17,25.56,19.95,17.05,13.2,20,"4",1,"No"
2013,63.8,108.6,88.6,18.9,18,50.3863,17.5518,27.9111,44.0397,23.5343,50.0838,26.3819,20.0884,56.778,23.1336,64.6614,63.7614,105.314,108.591,89.3893,88.5785,20.0126,64.6125,63.0796,106.054,108.951,89.4104,88.6822,20.269,50.0418,34.0357,70.4261,8.3079,44.0549,33.0526,65.44,10.3766,34.0508,26.5809,56.0644,54.0136,0.1172,0.09,76.52,1.25,0.21,0.95,-1.51,-1.65,1.46,2.26,32.88,18.41,18.68,23.13,20.04,19.75,20.85,21.92,36.79,12.04,8.39,19.16,22.21,29.79,16.91,11.92,20,"4",1,"No"
2024,65.5,119.2,99.2,19,17.2,52.2496371552975,14.919930401442,30.2422723475355,33.8171262699565,19.6428571428571,51.7857142857143,28.5714285714286,19.047619047619,51.4285714285714,29.5238095238095,65.973,65.5067,112.317,119.223,104.573,99.1643,20.0583,65.7697,65.1516,113.142,120.064,104.746,99.4627,20.6008,52.2130532633158,34.8773841961853,75.5364806866953,4.57719162141195,50.2715283165244,36.9047619047619,72.3981900452489,10.8027006751688,35.5104015481374,34.2682304946456,48.109243697479,47.3214285714286,0.093353754467123,0.0754331676720949,78.44,2.24,1.54,1.04,0.79,0.92,1.89,2.55745,26.12,18.69,17.34,28.97,20.14,14.85,34.55,32.89,15.68,8.44,8.41,29.41,20.86,18.78,16.17,14.76,20,"5",1,"No"
2021,65.5,111,91.1,16.9,18.8,52.3701298701299,16.6561758582288,30.0546448087432,33.2467532467532,18.4941889843355,46.7913087417888,34.7145022738757,20.0956937799043,40.7894736842105,39.1148325358852,66.6106,65.5042,109.614,110.986,92.8979,91.1105,19.8752,66.8552,66.0736,109.872,110.835,91.4916,89.5391,21.296,50.4357298474946,36.8167202572347,71.484375,9.85545335085414,44.8094612352168,33.8509316770186,73.5229759299781,8.82352941176471,40.3896103896104,45.8362989323843,54.1907514450867,60.1073345259392,0.120079407350022,0.0691701655242061,76.56,0.35,-0.61,0.87,-0.07,-2.32,-0.13,2.44,34.99,18.8,22.44,25.93,14,18.78,44.64,30.06,13.95,8.33,2.96,26.57,23.12,20.95,15.62,13.69,19.9,"6",1,"No"
2021,67.1,108,88.1,17.2,17.4,49.6138996138996,18.1586728542659,31.3099041533546,34.4272844272844,20.5564142194745,51.9319938176198,27.5115919629057,19.3698949824971,48.4247374562427,32.2053675612602,68.7356,67.1071,104.438,108.042,92.1779,88.0957,19.9465,68.813,67.3118,105.227,108.804,91.6883,87.7414,21.0624,49.6062992125984,33.0855018587361,74.5794392523364,14.0692640692641,44.9134199134199,32.3943661971831,72.8070175438596,7.18503937007874,34.6203346203346,38.0697050938338,58.7976539589443,46.4106844741235,0.105611272386828,0.0942957789168109,77.39,-0.69,-0.84,0.43,0.93,2.55,-0.77,1.48,31.95,17.79,16.67,21.83,25.47,18.21,30.91,29.65,19.95,13.95,5.49,23.66,26.16,18.15,14.09,17.9,19.9,"5",1,"No"
2023,70.5,118.5,98.6,16.4,17,55.2304964539007,17.1754118450471,30.7443365695793,31.3829787234043,16.7946577629382,55.7595993322204,27.4457429048414,16.1619846771251,53.8489602334914,29.9890550893834,72.0123,70.4749,111.941,118.526,102.751,98.5799,19.9466,71.8516,70.3573,112.788,119.297,102.922,99.604,19.693,53.7669027688345,38.9758179231863,71.045197740113,7.89473684210526,48.5526315789474,35.8169934640523,71.6828478964401,9.20798454603992,31.1613475177305,33.4792122538293,63.570784490532,53.5573122529644,0.0883093070900025,0.0965415306322909,78.39,2,1.06,0.64,0.9,1.93,1.53,2.48,24.56,22.73,21.28,18.51,16.63,20.82,41.5,35.32,14.39,3.83,4.9,27.34,23.64,18.98,13.92,16.06,19.9,"3",1,"No"
2024,69.2,119.8,99.9,16.5,17.8,54.8027842227378,15.3060151798667,32.7935222672065,25.3828306264501,14.6676300578035,44.364161849711,40.9682080924855,18.8393608074012,53.6585365853659,27.502102607233,69.9456,69.1965,116.413,119.83,100.111,99.8688,19.9612,70.0246,69.0567,116.926,120.487,99.9495,99.478,21.0093,57.4906367041199,34.7746090156394,74.2230347349177,7.63993948562784,48.2602118003026,32.0117474302496,69.8907956318253,7.49063670411985,50.4408352668213,33.9990014977534,63.4072580645161,47.3130841121495,0.0849399743498097,0.086621954039905,78.49,1.59,0.49,0.1,1.79,2.82,1.04,2.06013,33.71,17.17,24.96,23.91,19.34,14.61,22.37,18.14,25.91,19.05,14.51,23.59,16.9,21.27,22.43,15.8,19.9,"6",1,"No"
2021,68.2,110.1,90.2,16.5,18,49.4279176201373,17.089901029222,30.5372290292177,29.8054919908467,17.7925784966698,51.6650808753568,30.5423406279734,16.9222903885481,50.3067484662577,32.6687116564417,69.5113,68.1765,103.907,110.13,96.4919,90.1543,19.976,69.3839,68.2629,104.203,109.615,94.8304,88.5839,21.0313,48.8748874887489,33.5949764521193,71.785028790787,10.8159392789374,46.6793168880455,33.5433070866142,73.2300884955752,7.83078307830783,36.441647597254,37.5962107756069,52.8401585204756,48.0851063829787,0.097303771755975,0.0839677218198769,78.15,0.06,0.74,0.79,1.93,2.7,0.4,1.47,25.52,25.41,21.47,16.28,19.72,17.08,41.55,29.37,11.77,8.5,8.77,21.68,30.36,18.61,17.9,11.41,19.9,"3",1,"No"
2019,73.6,115.2,95.4,14.4,18,53.3493870402802,15.871953493264,31.8673395818313,32.7057793345009,17.3337856173677,48.168249660787,34.4979647218453,19.1983967935872,53.8677354709419,26.9338677354709,74.4307,73.5782,112.498,115.224,95.2192,95.3738,19.8498,74.6814,73.7602,112.955,114.89,94.4045,94.5531,20.337,55.6426332288401,33.6309523809524,68.4069611780455,10.03663003663,49.2307692307692,29.3193717277487,70.5449189985273,8.62068965517241,44.1330998248687,35.8853922029122,54.8141086749285,40.2901785714286,0.0967615478023081,0.070372034765315,76.49,-0.18,0.04,-1.57,-0.39,0.47,-0.07,2.34,28.44,22.25,21.08,20.46,20.79,15.41,27.62,18.53,24.24,17.56,12.03,27.35,23.09,17.04,17.29,15.22,19.8,"6",1,"No"
2013,62.3,114.8,95,18.7,18.9,49.374,21.5216,43.8261,41.5896,22.3791,54.0009,23.62,21.844,47.9433,30.2128,63.3656,62.2657,107.804,114.836,97.863,94.984,19.8517,63.194,61.1328,107.623,113.792,97.2391,94.6477,19.1442,48.8768,33.6996,68.4555,15.7939,42.8209,33.8633,69.3694,9.1402,29.7224,34.6939,61.7178,56.1111,0.1171,0.1203,77.26,0.39,0.86,0.4,0.55,1.34,1.25,1.95,30.17,17.05,19,19.69,18.27,26,33.81,29.31,18.17,11.78,6.92,32.78,22.72,14.15,14.22,16.13,19.8,"11",1,"No"
2014,68.9,109.2,89.4,16.1,17.9,47.9053,17.159,34.9432,35.1548,19.8171,50.4573,29.7256,21.7353,55.9159,22.3488,70.3254,68.942,105.391,109.187,91.4036,89.383,19.8037,70.5748,69.3132,105.321,108.679,90.8369,88.4655,20.2135,45.5923,34.9462,67.3575,11.4679,48.7768,30.303,66.7564,9.9862,33.8798,30.0161,49.7831,48.5149,0.1568,0.083,76.63,-0.24,-0.57,-0.25,-0.53,1.31,-0.81,1.7,32.84,19.52,23.07,18.65,19.7,19.07,41.48,29.53,11.37,9.09,8.54,27.64,27.82,17.42,14.22,12.9,19.8,"5",1,"No"
